title,artist,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,lyrics,sentiment
Costume Makes the Clown,Shakira,2005,0.539,0.645,8,-4.728,1,0.0495,0.0,0.121,0.506,162.01,192133,"[00:13.11]Told you I felt lucky with my humble breasts
[00:17.43]Well I don't
[00:18.89]Said that I was sure the world was gonna change
[00:23.39]Well I'm not
[00:24.83]Before I didn't give a damn 'bout what they say
[00:29.37]But I do
[00:30.65]Promised that I'll never ever lie to you
[00:33.68]
[00:35.08]So you can help
[00:37.55]Taking the make-up off my face
[00:43.19]Before I forget my own features
[00:47.55]
[00:48.68]I'm not here to let you down
[00:54.52]But the costume makes the clown
[01:00.37]It's just lashing out on me
[01:03.09]Don't be so hard
[01:04.38]Don't be so hard on this
[01:07.74]It's your turn now
[01:10.65]To cheat on me
[01:11.72]
[01:12.43]Promises I made to you went down the sink
[01:18.13]Really hope I haven't harmed your self esteem
[01:24.06]I'm not a virgin but I'm not the whore you think
[01:29.88]And I don't always smell like strawberries and cream
[01:33.17]
[01:34.48]So you can help
[01:36.57]Taking the make-up off my face
[01:42.48]Before I forget who I am now
[01:46.57]
[01:47.76]'Cause I'm not here to let you down
[01:53.64]But the costume makes the clown
[01:59.64]It's just lashing out on me
[02:02.57]Don't be so hard
[02:03.75]Don't be so hard on this
[02:07.01]It's your turn now
[02:09.20]Your turn now...
[02:13.29]
[02:35.34]I'm not here to let you down
[02:41.05]But the costume makes the clown
[02:46.93]It's just lashing out on me
[02:49.70]Don't be so hard
[02:51.22]Don't be so hard on this
[02:54.55]It's your turn now
[02:56.53]Your turn now...
[03:01.34]
[03:03.37]To cheat on me
[03:06.93]
[03:10.05]制作
[03:11.62]
",angry
With Teeth,Nine Inch Nails,2005,0.602,0.66,0,-8.935,1,0.192,0.391,0.203,0.351,98.082,337706,"[00:42.89]She comes along
[00:47.36]She gets inside
[00:52.25]She makes you better than,
[00:56.16]anything you've tried
[00:59.61]
[01:01.90]It's in her kiss
[01:07.17]Black as sea
[01:11.79]And it runs deeper than you,
[01:15.81]dared to dream it could be
[01:18.92]
[01:21.67]With teeth
[01:26.55]With teeth
[01:31.10]With teeth
[01:36.11]With teeth
[01:38.86]
[01:40.85]Wave good bye
[01:45.72]To what you were
[01:52.01]The rules have changed,
[01:54.42]the lines begin to blur
[01:58.08]
[02:00.42]She makes you hard
[02:05.23]It comes on strong
[02:11.46]You finally found,
[02:13.99]the place where you belong
[02:17.55]
[02:20.34]With teeth
[02:24.89]With teeth
[02:29.73]With teeth
[02:34.56]With teeth
[02:37.15]
[03:02.06]I cannot go through this again
[03:06.55]I cannot go through this again
[03:11.41]I cannot go through this again
[03:16.26]I cannot go through this again
[03:21.09]I cannot go through this again
[03:25.83]I cannot go through this again
[03:30.78]I cannot go through this again
[03:35.84]I cannot go through this again
[03:39.80]
[04:36.90]With teeth
[04:41.40]With teeth
[04:46.36]With teeth
[04:51.03]With teeth
[04:53.66]
[04:57.99]She will not let you go
[05:02.87]Keeps on and on
[05:07.68]She will not let you go
[05:12.60]Keeps on and on
[05:17.64]This time I'm not coming back
[05:22.40]She will not let you go
[05:27.30]This time I'm not coming back
[05:32.12]She will not let you go
[05:35.20]
",angry
Surannée - Seventeen,Keren Ann,2002,0.558,0.316,2,-11.814,0,0.68,0.0971,0.111,0.431,104.971,144520,"[00:09.63]Look at me
[00:10.94]I'm only seventeen
[00:13.55]The many years between us
[00:16.31]Have been broken
[00:18.56]Look at me,under the ever green
[00:22.22]Life is a mellow dream
[00:24.86]Almost unspoken
[00:27.67]By the way
[00:29.67]You said you're here to stay
[00:32.28]Let me love you till tomorrow
[00:35.67]Then it will last a year and a day
[00:41.48]Maybe we're here to forget
[00:44.75]
[00:46.32]Look at me, I'm only seventeen
[00:49.08]It hasn't been too long
[00:52.40]But it's been lonely
[00:55.36]Look at me,and smell the tangerine
[00:58.78]Life is a mellow song
[01:01.59]But only only
[01:04.41]By the time
[01:06.18]You reach your lemon-lime
[01:08.85]I will love you till tomorrow
[01:13.52]Then it will last a year and a day
[01:17.89]Maybe we're here to forget
[01:21.30]
[01:59.65]Look at me, I'm only seventeen
[02:02.75]It hasn't been too long
[02:05.42]But it's been lonely
[02:08.67]Look at me, under the ever green
[02:11.90]Life is a mellow song
[02:14.74]If only only...
[02:17.40]
",sad
Innocent,Taylor Swift,2010,0.552,0.608,1,-5.29,0,0.186,0.0,0.125,0.17,134.05,302253,"[00:16.03]Guess you really did it this time
[00:23.19]Left yourself in your war path
[00:30.26]Lost your balance on a tight rope
[00:37.56]Lost your mind trying to get it back
[00:41.91]
[00:44.33]Wasn't it easier in your lunchbox days
[00:51.44]Always a bigger bed to crawl into
[00:58.61]Wasn't it beautiful when you believed in everything
[01:05.21]And everybody believed in you
[01:09.51]
[01:12.36]It's alright, just wait and see
[01:15.05]Your string of lights is still bright to me
[01:18.64]Oh, who your are is not where you've been
[01:24.95]You're still an innocent
[01:27.17]
[01:32.12]Still an innocent
[01:34.41]
[01:41.90]Did some things you can't speak of
[01:49.02]But tonight you live it all again
[01:55.84]You wouldn't be shattered on the floor now
[02:03.02]If only you had seen what you know now then
[02:08.14]
[02:10.24]Wasn't it easier in your firefly catching days
[02:17.31]When everything out of reach someone bigger brought down to you
[02:24.46]Wasn't it beautiful running wild 'til you fell asleep
[02:31.19]Before the monsters caught up to you
[02:36.36]
[02:38.48]It's alright, just wait and see
[02:41.03]Your string of lights is still bright to me
[02:44.60]Oh, who you are is not where you've been
[02:50.87]You're still an innocent
[02:52.66]It's okay, life is a tough crowd
[02:56.26]Thirty two and still growing up now
[02:59.93]Who you are is not what you did
[03:05.24]You're still an innocent
[03:08.50]
[03:14.00]Time turns flames to embers
[03:17.44]You'll have new Septembers
[03:21.00]Every one of us has messed up too
[03:28.16]Minds change like the weather
[03:31.69]I hope you remember
[03:35.88]Today is never too late to be brand new.
[03:43.51]
[03:57.32]It's alright just wait and see your
[04:00.72]String of lights are still bright to me
[04:04.33]Who you are is not where you've been
[04:09.72]You're still an innocent
[04:11.54]It's okay life is a tough crowd
[04:15.06]32 and still growing up now
[04:18.77]Who you are is not what you did
[04:24.17]You're still an innocent
[04:26.50]
[04:41.35]Lost your balance on a tight rope
[04:48.25]It's never too late to get it back
[04:51.96]
",sad
1234,Feist,2007,0.71,0.484,2,-7.415,1,0.217,3.93e-06,0.0879,0.576,109.951,183666,"[00:09.67]one, two, three, four,
[00:11.92]tell me that you love me more.
[00:14.11]Sleepless, long nights.
[00:16.21]Sighs, what my youth was for.
[00:18.39]oh, teenage hopes arrive at your door
[00:22.81]left you with nothing,
[00:24.93]but they want some more
[00:27.24]oh, oh, oh,
[00:29.24]you're changing your heart.
[00:31.49]oh, oh, oh,
[00:33.59]you know who you are.
[00:34.24]
[00:35.82]sweetheart, bitter heart,
[00:38.13]now i can't tell you apart.
[00:40.23]cozy and cold,
[00:42.37]put the horse before the cart.
[00:44.91]those teenage hopes,
[00:46.61]who have tears in their eyes.
[00:48.92]too scared to run off,
[00:50.98]to one little life.
[00:53.44]oh, oh, oh,
[00:55.46]you're changing your heart.
[00:57.66]oh, oh, oh,
[00:59.83]you know who you are.
[01:01.83]
[01:02.57]one, two, three, four, five, six, nine, and ten.
[01:06.52]money can't buy you back the love that you had then.
[01:11.85]
[01:19.53]one, two, three, four, five, six, nine, and ten.
[01:23.97]money can't buy you back the love that you had then.
[01:30.98]
[01:37.06]oh, oh, oh,
[01:39.05]you're changing your heart.
[01:41.33]oh, oh, oh,
[01:43.47]you know who you are.
[01:45.73]oh, oh, oh,
[01:47.78]you're changing your heart.
[01:50.10]oh, oh, oh,
[01:52.23]you know who you are.
[01:55.11]
[02:00.60]who you are. are are
[02:03.54]
[02:04.68]hoo
[02:06.05]
[02:14.38]da la la
[02:31.13]For
[02:34.48]For the teenage
[02:39.60]breaking your heart
[02:43.79]For the teenage
[02:48.04]breaking your heart
[02:50.33]
",happy
Before You Die,Bad Religion,2007,0.446,0.915,10,-3.455,0,0.000628,7.51e-05,0.0619,0.647,168.119,154586,"[00:09.70]Decaying’ ever faster.
[00:12.50]Under wear all the imminent disaster
[00:15.24]Open up your eyes.
[00:17.11]As you ruminate the hopeless ends of time.
[00:22.67]Did you wander out your days lost and resigned?
[00:28.00]Or recreate the universes in your mind?
[00:38.04]Everybody is a bastard
[00:40.70]The world is, like plaster.
[00:43.38]Crumblin’ apart from pressure of the blaster, waiting for a sign.[00:48.32]And the momentary pleasures take their turn,
[00:54.07]As the wistful boy runs out of things to learn.
[00:59.30]The episodes of your are never to return.
[01:05.98]Scare up some hope,
[01:08.49]You’re gonna need it just to cope,
[01:10.92]You are the decision, numbers don’t rely.
[01:17.75]When you bite the dust,
[01:19.63]Wasn’t the purpose all for trust,
[01:22.55]You’ll never relive it,
[01:24.93]Think before you die.
[01:28.57]Yeah, think, think before you die.
[01:34.08]
[01:46.69]Deficit and depravation,
[01:49.47]In the wake of desperation.
[01:51.93]We write the morals rectify the nation,
[01:54.76]Now may be a time.
[01:57.10]As you ruminate the hopeless ends of time,
[02:02.82]Do you wonder how your life has been defined?
[02:07.95]You know eternity can’t ever change your mind.
[02:13.78]You know eternity can’t ever change your mind.
[02:19.50]So, think, think before you die.
[02:25.32]Whoa, think, think before you die.
[02:30.76]
",angry
Songs Like This,Carrie Underwood,2009,0.324,0.801,6,-2.973,1,0.0172,0.0,0.317,0.472,184.716,157360,"[00:05.04]Wanna find some boy, rip his heart right out
[00:10.21]First man I see, gonna take him down
[00:15.44]It ain't the Christian thing to do, they say
[00:20.61]But someone, somewhere's gotta pay
[00:25.40]
[00:25.83]And if it wasn't for guys like you
[00:27.83]There wouldn't be songs like this
[00:31.03]And if you hadn't gone and done me wrong
[00:33.22]I wouldn't go off like this
[00:36.16]Yeah, even I'm surprised
[00:40.30]How easy sweet revenge rolls off my lips
[00:46.65]If it wasn't for guys like you
[00:48.76]There wouldn't be songs like this
[00:52.78]
[00:54.45]Broke my TV, pawned my guitar
[00:59.56]After maxing out my credit cards
[01:04.70]You lied much too much, and you lied again
[01:09.96]'Caught you on the couch with my best friend
[01:14.47]
[01:15.20]And if it wasn't for guys like you
[01:17.32]There wouldn't be songs like this
[01:20.44]And if you hadn't gone and done me wrong
[01:22.56]I wouldn't go off like this
[01:25.49]Yeah, even I'm surprised
[01:29.22]How easy sweet revenge rolls off my lips
[01:35.86]If it wasn't for guys like you
[01:38.12]There wouldn't be songs like this one
[01:41.72]That tell the whole world
[01:44.28]Just what a jerk you are
[01:49.59]
[02:02.07]And if it wasn't for guys like you
[02:03.93]There wouldn't be songs like this
[02:06.53]And if you hadn't gone and done me wrong
[02:09.15]I wouldn't go off like this
[02:12.15]Yeah, even I'm surprised
[02:15.95]How easy sweet revenge rolls off my lips
[02:22.49]If it wasn't for guys like you
[02:24.70]There wouldn't be songs like this
[02:27.65]
[02:28.09]No, if it wasn't for guys like you
[02:30.05]There wouldn't be songs like this
[02:33.29]
",happy
Say Goodbye,Katharine McPhee,2010,0.278,0.304,2,-6.5,1,0.838,7.35e-05,0.142,0.188,71.526,226373,"[00:05.28]If I seem distant, baby I am
[00:18.56]Words are like seasons, in your hands
[00:31.48]And there's no script to follow, so I just close my eyes
[00:44.92]That way it won't hurt so much, when we say goodbye
[00:58.03]
[00:58.53]I feel just like an actress, up on the stage
[01:11.86]I can't believe, what I'm hearing myself say
[01:26.12]And a porch light is my spotlight, so I play along with this lie
[01:38.33]That way it won't hurt so much, when we say goodbye
[01:51.46]
[01:51.96]Did you ever love me? Does it even matter?
[01:58.67]Did you even notice, the whole word shatter?
[02:05.19]I just want to hold you, and tell you that I'm sorry
[02:11.83]But I just keep it all inside
[02:18.80]That way it won't hurt so much, when we say goodbye
[02:31.64]
[02:32.14]My heart feels like a circus
[02:38.12]It's too much to take in
[02:45.09]It's hard to lose a love
[02:51.36]But you were my best friend
[02:59.02]
[02:59.52]So walk this high wire, alone tonight
[03:11.70]That way it won't hurt so much, when we say goodbye
[03:24.91]That way it won't hurt so much, when we say goodbye
[03:36.91]
",sad
Wargasm,L7,1992,0.366,0.858,7,-9.215,1,1.29e-06,0.646,0.0747,0.816,159.278,162440,"[00:32.04]Wargasm, wargasm one, two, three
[00:35.01]Tie a yellow ribbon around the amputee
[00:38.14]Masturbate watch it on TV
[00:41.06]Crocodile tears for the refugee
[00:43.92]
[00:56.92]Wargasm, wargasm one, two, three
[00:59.77]Smutty, bloody pictures, ecstasy
[01:02.85]Blue balls waiting impatiently
[01:05.46]From Alcatraz to Lady Liberty
[01:09.32]Body bags and dropping bombs
[01:12.03]The pentagon knows how to turn us on
[01:15.04]Wargasm, wargasm one, two, three
[01:18.00]People, people, ecstasy
[01:21.06]Wave those flags high in the air
[01:23.71]As long as it takes place over there
[01:26.98]
[01:57.41]Wargasm
[02:00.26]Wargasm
[02:03.28]Wargasm
[02:06.35]Wargasm
[02:10.64]Body bags and dropping bombs
[02:12.97]The pentagon knows how to turn us on
[02:15.52]Turn us on
[02:18.45]Wargasm
[02:21.47]Turn us on
[02:24.49]Wargasm
[02:27.82]
",angry
More Like Her,Miranda Lambert,2007,0.556,0.393,11,-6.589,1,0.238,0.0,0.0979,0.213,132.746,208866,"[00:14.30]She's beautiful in her simple little way
[00:21.78]She don't have too much to say when she gets mad
[00:29.03]She understands she don't let go of anything
[00:36.64]Even when the pain gets really bad
[00:43.59]Guess I should've been more like that
[01:22.80][00:48.09]
[00:49.49]You had it all for a pretty little while
[00:57.07]And some how you made me smile when I was sad
[01:04.34]You took a chance on a bruised and beaten heart
[01:11.36]Then you realized you wanted what you had
[01:18.88]I guess I should've been more like that
[01:24.33]I should have held on to my pride
[01:31.62]I should have never let you lie
[01:39.01]I guess you got what you deserverd
[01:47.17]I guess I should've been more like her
[02:04.11]Forgiving you, she's stronger than I am
[02:10.96]You don't look much like a man from where I'm at
[02:18.51]It's plain to see desperatino showed it's truth
[02:25.35]You love her and she loves you with all she has
[02:33.00]I guess I should've been more like that
[01:54.22]……杭州 > Pub 1991 < 棒儿……
[02:38.65]I should have held on to my pride
[02:46.00]I should have never let you lie
[02:53.31]I guess you got what you deserverd
[03:01.47]I guess I should've been more like her
[03:05.46]
[03:10.85]She's beautiful in her simple, little way
[03:26.34][03:19.12]
",sad
One More Chance,will.i.am,2007,0.785,0.664,7,-6.819,0,0.111,0.0,0.585,0.573,108.997,264133,"[00:09.05]Take me back
[00:11.96]Take me back
[00:13.89]Take me back
[00:16.12]I…
[00:17.37]
[00:17.95]Girls girls girls
[00:20.09]Girls girls girls
[00:21.88]Girls girls girls
[00:23.37]
[00:23.76]Take me back
[00:25.04]One more chance
[00:26.23]This time around I'll get it fine I know
[00:29.36]One more chance
[00:30.84]Let me undo what I done before
[00:33.80]One more
[00:34.88]
[00:35.12]Girl I be loving you like la la la
[00:36.82]But it be hitting you like blah blah blah
[00:39.08]We be going back and forth like volley ball
[00:41.20]Battling each other like galactic
[00:43.38]Girl our love could be spectacular
[00:45.64]But we crash like vehicular
[00:47.81]Homicide I know why you sick of a brother with tricks that's quick to trick on ya
[00:52.32]I know you want more than a dick in ya
[00:54.36]You want a good nigga to stick with ya
[00:56.63]I'll stick with ya and perfect my love
[00:58.92]I'll protect ya girl if you give me just
[01:00.52]
[01:00.95]One more chance
[01:01.83]This time around I'll get it fine I know
[01:04.68]One more chance
[01:06.03]Let me undo what I've done before
[01:09.07]Cause I don't want to go
[01:10.61]Another day, another lonely night
[01:13.40]I don't wanna be
[01:14.99]In this world without you in my life
[01:17.81]One more chance
[01:18.85]
[01:19.19]This time around
[01:20.57]Baby protect the love
[01:22.40]Lalala this time around
[01:24.78]Baby protect the love
[01:26.76]Lalala
[01:28.33]Baby protect the love
[01:30.52]Lalala this time around
[01:33.05]Better get it right
[01:34.10]This time around
[01:35.16]Better get it right
[01:35.99]
[01:36.19]Lemme lemme lemme lemme love you all day
[01:38.17]Remix our love in a new way
[01:40.03]Put it on put it on replay replay
[01:42.26]Spin it around an' around like a dj dj
[01:44.79]Forever and ever and always
[01:46.52]Our endeavor got me sure like albey
[01:49.02]Yesterday gotcha feeling a little salty
[01:50.99]Girl I promise you imma love you love you all the way
[01:53.29]To the end L O V I N girl I'm serious no more pretending
[01:57.64]I received all the love your sending
[01:59.77]I'll give my all if you give me just
[02:01.64]
[02:02.05]One more chance
[02:02.79]This time around it's time for a different flow
[02:05.63]A new romance
[02:07.10]Do the things we've never done before
[02:10.05]Cause I don't wanna do
[02:12.36]The same mistakes that I made yesterday
[02:15.09]I love you
[02:16.66]I really love you baby I really love you baby
[02:20.66]Laaa
[02:22.63]Baby protect the love
[02:24.10]Lalala this time around
[02:26.52]Baby protect the love
[02:28.60]Laaa
[02:30.00]Baby protect the love
[02:32.89]Lalala this time around
[02:35.45]This time around better get it right
[02:36.66]This time around better get it right
[02:38.21]
[02:38.56]This time around, this time around, this time around, this time around
[02:42.09]I promise baby imma change it
[02:44.54]I'll remix it no more same shit
[02:46.73]This time around, this time around, this time around, this time around
[02:51.67]I promise baby i'll rearrange it
[02:53.15]I'll remix it no more same shit
[02:55.54]This time around, this time around, this time around,
[02:58.86]Check it out now
[03:03.68]Check it out now
[03:08.38]Check it out now
[03:10.82]Eh eh
[03:13.14]
[03:13.54]Fuck your friends girl
[03:14.68]They just haters they just think that I'm a playa
[03:17.78]But you don't see that love is greater
[03:20.05]If not now then maybe later
[03:22.17]Cause endlessly enormously
[03:24.43]You will see my l o v will be strong until the end
[03:28.80]Baby give me one more chance
[03:31.64]
[03:31.88]This time around I'll get it fine I know
[03:35.00]One more chance
[03:36.35]Let me undo what I've done before
[03:39.38]Cause I don't want to go
[03:40.83]Another day, another lonely night
[03:43.67]I don't wanna be
[03:45.22]In this world without you in my life
[03:48.17]One more chance
[03:49.28]
[03:49.47]Lallalallalala
[03:52.42].
[03:56.55].
[04:01.12].
[04:05.49].
[04:11.94].
[04:16.12].
[04:17.71]Lalalalalalala
[04:19.38]
",sad
Listen to the Band - Single Version,The Monkees,2003,0.26,0.659,2,-8.98,1,0.114,2.95e-05,0.499,0.537,184.38,149106,"[00:21]I know theres something in the wake of your smile.
[00:27]I get a notion from the look in your eyes, yea.
[00:34]You've built a love but that love falls apart.
[00:38]Your little piece of heaven turns too dark.
[00:44]Listen to your heart when hes calling for you.
[00:49]Listen to your heart theres nothing else you can do.
[00:54]I don't know where youre going and I don't know why,
[01:00]but listen to your heart before you tell him goodbye.
[01:18]Sometimes you wonder if this fight is worthwhile.
[01:23]The precious moments are all lost in the tide, yea.
[01:29]Theyre swept away and nothing is what is seems,
[01:34]the feeling of belonging to your dreams.
[01:39]Listen to your heart when hes calling for you.
[01:45]Listen to your heart theres nothing else you can do.
[01:50]I don't know where youre going and I don't know why,
[01:56]but listen to your heart before you tell him goodbye.
[02:25]And there are voices that want to be heard.
[02:30]So much to mention but you cant find the words.
[02:35]
[02:46]Listen to your heart when hes calling for you.
[02:51]Listen to your heart theres nothing else you can do.
[02:56]I don't know where youre going and I don't know why,
[03:03]but listen to your heart before you tell him goodbye.
[03:10]Listen to your heart when hes calling for you.
[03:14]Listen to your heart theres nothing else you can do.
[03:19]I don't know where youre going and I don't know why,
[03:25]but listen to your heart before you tell him goodbye.
",happy
Beautiful Soul,Jesse McCartney,2004,0.66,0.666,9,-4.342,1,0.0759,0.0,0.0268,0.933,89.975,214226,"[00:08.21]I don't want another pretty face
[00:11.06]I don't want just anyone to hold
[00:13.66]I don't want my love to go to waste
[00:16.40]I want you and your beautiful soul
[00:20.73]
[00:26.02]I know that you are something special
[00:31.32]To you I'd be always faithful
[00:36.54]I want to be what you always needed
[00:41.94]Then I hope you'll see the heart in me
[00:45.53]I don't want another pretty face
[00:48.31]I don't want just anyone to hold
[00:50.94]I don't want my love to go to waste
[00:53.71]I want you and your beautiful soul
[00:56.96]You're the one I wanna chase
[00:59.55]You're the one I wanna hold
[01:01.66]I wont let another minute go to waste
[01:04.56]I want you and your beautiful soul
[01:09.23]
[01:13.95]You might need time to think it over
[01:19.19]But i'm just fine moving forward
[01:24.50]I'll ease your mind
[01:27.55]If you give me the chance
[01:29.05]I will never make you cry come lets try
[01:33.74]I don't want another pretty face
[01:36.37]I don't want just anyone to hold
[01:38.92]I don't want my love to go to waste
[01:41.72]I want you and your beautiful soul
[01:45.15]You're the one I wanna chase
[01:47.36]You're the one I wanna hold
[01:49.65]I wont let another minute go to waste
[01:52.51]I want you and your beautiful soul
[01:59.90]
[02:03.28]Am I crazy for wanting you
[02:06.52]Baby do you think you could want me too
[02:09.16]There is nothing left to hide
[02:13.66]I don't want another pretty face
[02:16.25]I don't want just anyone to hold
[02:18.84]I don't want my love to go to waste
[02:21.73]I want you and your beautiful soul
[02:25.09]You're the one I wanna chase
[02:27.59]You're the one I wanna hold
[02:29.76]I wont let another minute go to waste
[02:32.35]I want you and your beautiful soul
[02:35.01]I don't want another pretty face
[02:37.75]I don't want just anyone to hold
[02:40.23]I don't want my love to go to waste
[02:43.13]I want you and your beautiful soul
[02:51.03]You beautiful soul, yeah
[02:56.94]",happy
Pulled Under at 2000 Metres a Second - Remastered,Anathema,2003,0.243,0.87,8,-7.762,1,0.000123,0.771,0.0807,0.0875,81.696,322786,"[00:32.14]Its been a long cold winter without you
[00:45.72]i've been crying on the inside over you
[00:57.74]just slipped through my fingers as life turned away
[01:12.20]its been a long cold winter since that day
[01:25.38]
[01:54.85]Its hard to find
[01:58.22]hard to find
[02:00.18]hard to find the strength now but i try
[02:07.99]and I don't want to
[02:10.82]don't want to
[02:12.60]don't want to go on and speak now
[02:16.43]of what's gone by
[02:19.40]
[02:20.36]Cos no matter what i say
[02:23.77]no matter what i do
[02:25.57]i cant change what happened
[02:28.55]No matter what i say
[02:30.43]no matter what i do
[02:32.03]i cant change what happened
[02:35.94]Cos no matter what i say
[02:36.83]no matter what i do
[02:38.32]i cant change what happened
[02:40.54]No matter what i say
[02:47.62]You just slipped through my fingers
[02:53.70]and i feel so ashamed
[03:00.12]You just slipped through my fingers
[03:06.60]and i have paid
[03:12.27]
[04:08.85]Cos no matter what i say
[04:10.26]no matter what i do
[04:12.31]i cant change what happened
[04:15.52]No matter what i say
[04:17.20]no matter what i do
[04:18.73]i cant change what happened
[04:21.14]no no I can't change
[04:22.13]Cos no matter what i say
[04:23.01]no matter what i do
[04:25.25]i cant change what happened
[04:27.40]No matter what i say
[04:28.59]no no I can't change
[04:33.88]Just slipped through my fingers
[04:40.32]and i feel so ashamed
[04:47.61]You just slipped through my fingers
[04:53.54]and i have paid.
[05:01.62]
",sad
Doing Fine (Without You),Pixie Lott,2010,0.748,0.891,1,-3.923,1,0.154,0.0,0.0747,0.896,122.287,189093,"[00:00.18]I'll be the lights and the soul of the party,
[00:04.17]Follow the swarm of the bees to their honey!
[00:08.06]You'll find the struts in the club like a pony,
[00:12.08]And I'm not missing your love,
[00:14.25]I'm not-not missing your love!
[00:15.97]I'm stronger since September,
[00:19.89]And it's affecting feeling better than ever!
[00:23.86]You were a let down from what I remember,
[00:27.81]And I'm not missing your love,
[00:29.78]I'm not-not missing your love!
[00:31.63]
[00:32.37]We're gon' keep on dancing, out on the floor,
[00:36.28]We're gon' keep on drinking, give me one more!
[00:39.73]Mahito let's go bar man stack em' in a row!
[00:43.93]
[00:44.17]Don't need to attract a guy
[00:45.92]To make me feel alive inside
[00:48.01]It's fantasy I'm doin fine,
[00:50.31]Without you,
[00:51.79]The girls are goin out tonight
[00:53.75]Get blinded by the city lights,
[00:55.84]Everythin's gon' be alright,
[00:58.20]Without you, without you, without you, without you, without you.
[01:07.94]Ahahahahah, Ahahahahah, Ahahahahah!
[01:13.45]Ooh Ooh oh oh
[01:14.73]
[01:15.09]Yes it's you that's headin for a breakdown,
[01:18.80]And I'm sorry sorry's not any use now!
[01:22.58]Cause you're the best thing I can do without,
[01:26.54]Cause I'm not missing your love,
[01:28.63]I'm not-not missing your love!
[01:31.10]
[01:31.35]I can smell the roses, the sun has come out,
[01:34.80]I'm comin into focus, look at me now!
[01:38.40]Zambuca at the bar, laser fire in my heart!
[01:42.35]
[01:42.87]Don't need to attract a guy
[01:44.85]To make me feel alive inside
[01:46.76]It's fantasy I'm doin fine,
[01:49.09]Without you,
[01:50.60]The girls are goin out tonight
[01:52.64]Get blinded by the city lights,
[01:54.69]Everythin's gon' be alright,
[01:57.00]Without you, without you, without you, without you, without you.
[02:06.80]Ahahahahah, Ahahahahah, Ahahahahah!
[02:12.53]Ooh Ooh oh oh
[02:14.08]
[02:15.18]I never felt so care-free,
[02:19.01]I never felt so naugh-ty!
[02:22.70]Bein single isn't lonely,
[02:26.41]Raise a lighter if you're with me!
[02:29.35]Mahito let's go barmaid stack em' in a row!!
[02:33.62]
[02:33.90]Don't need to attract a guy
[02:35.82]To make me feel alive inside
[02:37.82]It's fantasy I'm doin fine,
[02:40.04]Without you,
[02:41.63]The girls are goin out tonight
[02:43.60]Get blinded by the city lights,
[02:45.68]Everythin's gon' be alright,
[02:47.98]Without you, without you, without you, without you, without you.
[02:56.84]Without you, Without you, Without you,
[03:02.72]Without You!!!!
[03:05.46]
",happy
Marching Bands of Manhattan,Death Cab for Cutie,2005,0.361,0.47,0,-9.765,1,0.565,0.000396,0.0728,0.431,200.273,252560,"[00:25.32]If I could open my arms
[00:30.06]And span the length of the isle of Manhattan,
[00:34.94]I'd bring it to where you are
[00:39.86]Making a lake of the East River and Hudson
[00:44.57]If I could open my mouth
[00:49.36]Wide enough for a marching band to march out
[00:54.56]They would make your name sing
[00:58.96]And bend through alleys and bounce off all the buildings.
[01:20.14]
[01:22.41]I wish we could open our eyes
[01:27.50]To see in all directions at the same time
[01:32.37]Oh what a beautiful view
[01:37.18]If you were never aware of what was around you
[01:41.86]And it is true what you said
[01:46.78]That I live like a hermit in my own head
[01:51.59]But when the sun shines again
[01:56.44]I'll pull the curtains and blinds to let the light in.
[02:00.91]
[02:01.16]Sorrow drips into your heart through a pinhole
[02:05.95]Just like a faucet that leaks and there is comfort in the sound
[02:11.15]But while you debate half empty or half full
[02:16.28]It slowly rises, your love is gonna drown
[03:19.98]
[03:25.93]Your love is gonna drown
[04:04.06]Your love is gonna...
[04:04.36]
",sad
Santa Baby,Taylor Swift,2008,0.759,0.509,5,-6.593,1,0.159,0.0,0.153,0.75,107.948,158600,"[00:11.04]Santa baby, slip a sable under the tree, for me
[00:15.53]I've been an awful good girl, santa baby
[00:21.82]So hurry down the chimney tonight
[00:24.58]
[00:29.25]Santa baby, a '54 convertible, too, light blue
[00:34.04]Well I'll wait up for you, dear, santa baby
[00:39.45]So hurry down the chimney tonight, yeah
[00:45.61]
[00:46.43]Think of all the fun I've missed
[00:50.41]Think of all the boys I haven't kissed
[00:55.44]Next year I could be just as good
[00:59.38]If you check off my Christmas list
[01:03.70]
[01:04.41]Santa baby, I want a yacht and really that's not a lot
[01:11.03]I've been an angel all year, santa baby
[01:14.74]So hurry down the chimney tonight
[01:18.15]
[01:22.15]Santa, honey, there's one more thing I really do need, the deed
[01:28.97]To a platinum mine, santa honey
[01:32.62]So hurry down the chimney tonight
[01:36.07]
[01:39.97]Come and trim my Christmas tree
[01:43.86]With some decorations bought at Tiffany's
[01:48.74]I really do believe in you
[01:52.71]Let's see if you believe in me
[01:57.61]
[01:59.92]Santa baby, forgot to mention one little thing
[02:04.30]A ring
[02:07.00]And I don't mean on the phone, santa baby
[02:10.86]So hurry down the chimney tonight
[02:19.12]
",happy
