index,id,uri,title,artist,duration_ms,explicit,track_number,release_date,popularity,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,mode,tempo,raw_lyrics,sentiment
23,74WBGgUnpKrJXt6TETfR6Z,spotify:track:74WBGgUnpKrJXt6TETfR6Z,Never Grow Up,Taylor Swift,290466,False,8,2010-10-25,58,0.714,0.305,2,-8.837,0.0305,0.819,0.0,0.174,0.554,1,124.91,"[00:16.23]Your little hand's wrapped around my finger
[00:19.23]And it's so quiet in the world tonight
[00:23.94]Your little eyelids flutter cause you're dreaming
[00:27.11]So I tuck you in, turn on your favorite night light
[00:31.65]To you everything's funny, you got nothing to regret
[00:40.19]I'd give all I have, honey
[00:43.76]If you could stay like that
[00:46.40]
[00:46.66]Oh darling, don't you ever grow up
[00:50.03]Don't you ever grow up, just stay this little
[00:54.73]Oh darling, don't you ever grow up
[00:57.63]Don't you ever grow up, it could stay this simple
[01:03.28]I won't let nobody hurt you,
[01:06.85]won't let no one break your heart
[01:11.05]And no one will desert you
[01:15.27]Just try to never grow up, never grow up
[01:17.93]
[01:33.04]You're in the car on the way to the movies
[01:36.36]And you're mortified your mom's dropping you off
[01:40.82]At 14 there's just so much you can't do
[01:43.85]And you can't wait to move out someday
[01:46.14]and call your own shots
[01:48.45]But don't make her drop you off around the block
[01:52.22]Remember that she's getting older too
[01:56.54]And don't lose the way
[01:57.73]that you dance around in your pj's getting ready for school
[02:02.96]
[02:03.34]Oh darling, don't you ever grow up
[02:06.77]Don't you ever grow up, just stay this little
[02:11.60]Oh darling, don't you ever grow up
[02:14.49]Don't you ever grow up, it could stay this simple
[02:20.32]No one's ever burned you, nothing's ever left you scarred
[02:27.94]And even though you want to, just try to never grow up
[02:34.68]
[02:42.47]Take pictures in your mind of your childhood room
[02:49.49]Memorize what it sounded like when your dad gets home
[02:55.62]Remember the footsteps, remember the words said
[02:59.92]And all your little brother's favorite songs
[03:04.84]I just realized everything I have is someday gonna be gone
[03:11.06]
[03:12.51]So here I am in my new apartment
[03:16.33]In a big city, they just dropped me off
[03:20.08]It's so much colder that I thought it would be
[03:22.30]So I tuck myself in and turn my night light on
[03:26.67]
[03:33.11]Wish I'd never grown up
[03:39.70]I wish I'd never grown up
[03:41.49]
[03:41.91]Oh I don't wanna grow up, wish I'd never grown up
[03:47.71]I could still be little
[03:50.15]Oh I don't wanna grow up, wish I'd never grown up
[03:56.38]It could still be simple
[03:59.27]Oh darling, don't you ever grow up
[04:02.07]Don't you ever grow up, just stay this little
[04:06.84]Oh darling, don't you ever grow up
[04:09.79]Don't you ever grow up, it could stay this simple
[04:15.54]Won't let nobody hurt you
[04:19.38]Won't let no one break your heart
[04:23.26]And even though you want to, please try to never grow up
[04:30.44]Oh, don't you ever grow up
[04:38.64]Oh, never grow up, just never grow up
[04:46.91]
",sad
53,6UuVONmxXwTKN1ISepuAoQ,spotify:track:6UuVONmxXwTKN1ISepuAoQ,Forget Her,Jeff Buckley,312213,False,11,1994,54,0.441,0.563,9,-5.252,0.0288,0.0981,9.78e-05,0.221,0.282,0,182.704,"[00:15.12]While this town is busy sleeping
[00:23.55]All the noises died away
[00:30.95]I walk the streets to stop my weeping
[00:36.45]But she'll never change her ways
[01:56.52][00:46.05]Don't fool yourself
[03:51.31][02:00.96][00:50.30]She was heartache from the moment that you met her
[01:01.30]My heart feels so still
[04:07.14][02:16.90][01:06.06]As I try to find the will to forget her somehow
[01:14.43]Oh I think I've forgotten her now
[01:25.98]Her love is a rose pale and dying
[01:35.20]Dropping her petals and man I know
[01:42.37]All full of wine the world before her
[01:47.45]But sober with no place to go
[04:35.35][02:12.14]My heart is frozen still
[02:26.98]She's somewhere out there now
[02:50.47]
[03:16.52]Oh my tears folded down as I tried to forget
[03:21.63]Her love was a joke from the day that we met
[03:25.46]All of the words all of her men
[03:29.30]All of my pain when I think back to when
[03:33.16]Remember her hair as it shone in the sun
[03:37.12]It was there on the bed when I knew what she'd done
[03:41.06]Tell yourself over and over you wont ever need her again
[03:47.33]But don't fool yourself
[04:02.52]Oh my heart is frozen still
[04:14.70]She's out there somewhere now
[04:18.84]Oh
[04:23.30]She was heartache from the day that i first met her
[04:38.73]As I try to find the will to forget you somehow
[04:46.62]'Cause I know you're somewhere out there right now
[04:53.48]制作人:林宝泉
[04:56.52]
",sad
33,0WKril4ZJgpbwxlqvvPfOl,spotify:track:0WKril4ZJgpbwxlqvvPfOl,Stationary Stationery,Anberlin,180880,False,3,2005-01-01,31,0.427,0.713,1,-11.451,0.0369,0.00218,0.0,0.0971,0.796,1,172.574,"[00:14.81]Do they not have pen or paper where you are?
[00:19.76]Because I haven't heard from you in ages
[00:21.79]I relive each memory from time to time
[00:25.36]Read notes exchanged
[00:27.27]With all those scented pages
[00:29.59]It's coming back, it's all coming back to me now
[00:35.29]
[00:37.36]Tell me everything turned out alright
[00:42.61]Because I'm where we said
[00:44.12]That we'd meet tonight
[00:46.39]Does he treat you like you want?
[00:48.97]Does he ask to take your hand?
[00:51.71]Does he believe in dreams we talked about?
[00:54.76]When with no music we danced
[00:55.91]I thought you said that you'd come find me
[00:58.27]I thought you said you'd be home by now
[01:00.94]I heard you sang that you'd come back here
[01:03.79]So I wrote to remind you to somehow
[01:06.34]
[01:07.92]Dance by yourself and think of me when you do
[01:11.65]I'm not sure you understand
[01:14.02]what this means to me, what you do to me
[01:17.66]But I'm willing to prove
[01:19.50]That you're the one
[01:20.88]I regret to slip away
[01:23.28]Now I know it was only you
[01:25.21]that I've been searching for
[01:27.42]Been missing all this time
[01:28.92]I thought you said that you'd come find me
[01:31.47]I thought you said you'd be home by now
[01:34.17]I heard you sang that you'd come back here
[01:37.07]So I wrote to remind you to somehow
[01:39.84]I thought you said that you'd come find me
[01:42.38]I thought you said you'd be home by now
[01:45.11]I heard you sang that you'd come back here
[01:47.95]So I wrote to remind you to somehow
[01:50.75]
[01:51.20]Let the past be past
[01:52.78]Let's start today
[01:54.27]Letters won't do
[01:55.54]I need to see your face
[01:56.99]Tell me where to meet
[01:59.04]And I'll tell you why we should be
[02:08.30]
[02:13.74]I thought you said that you'd come find me
[02:16.36]I thought you said you'd be home by now
[02:19.04]I heard you sang that you'd come back here
[02:21.70]So I wrote to remind you to somehow
[02:24.76]I thought you said that you'd come find me
[02:27.45]I thought you said you'd be home by now
[02:30.11]I heard you sang that you'd come back here
[02:32.84]So I wrote to remind you to somehow
[02:38.41]
",angry
55,0gnDAoFS1yEovMkG27OTVv,spotify:track:0gnDAoFS1yEovMkG27OTVv,So Far,Chris Garneau,263360,False,4,2006,10,0.625,0.194,2,-13.762,0.0347,0.699,0.0904,0.0831,0.103,1,119.935,"[00:17.36]Like the touch of my mother's hand on my head
[00:25.28]i'll miss you, too. when i go to bed
[00:33.09]we've ruined all the new pots
[00:36.70]and the metal in the egg crate cots
[00:39.99]but we haven't missed a good day of television yet so far
[00:48.10]but we haven't missed a good day of television yet so far
[00:57.46]The dishwasher's on now
[01:01.46]cleaning somehow
[01:04.02]the baby bits of hamburger helper that dried too soon
[01:13.26]we leave out the milk and it rots
[01:17.09]and the mayonnaise that we get from Tops
[01:20.04]but we haven't missed a day of eating good food yet so far
[01:28.10]but we haven't missed a day of eating good food yet so far
[01:37.29]You love good
[01:45.15]but i think you should
[01:52.59]go home, honey
[01:59.56]cuz we haven't got any money
[02:08.93]You love good
[02:16.78]but i think you should
[02:24.47]go home, honey
[02:31.33]cuz we haven't got any money
[02:36.98]
[03:21.12]Like the touch of my mother's hand on my head
[03:28.87]i'll miss you, too. when i go to bed
[03:36.83]we've ruined all the new pots
[03:40.79]and the metal in the egg crate cots
[03:43.87]we haven't missed a good day of television yet so far
[03:51.88]we haven't missed a good day of television yet so far 
[03:59.97]we haven't missed a good day of television yet so far
[04:04.86]
",relaxed
14,2YRSHwfhwnK0maV0kTbs5O,spotify:track:2YRSHwfhwnK0maV0kTbs5O,Explorers,Sky Sailing,250426,False,4,2010-01-01,30,0.446,0.454,9,-9.491,0.0276,0.42,0.000118,0.187,0.534,1,152.914,"[00:00.38]This old mountain side
[00:02.25]Where we used to reside
[00:05.25]Is slowly recalling
[00:07.32]The things we discovered inside
[00:11.12]
[00:14.12]Oh the crystal caves
[00:16.31]
[00:16.87]We shed both our jackets
[00:19.35]And I hammered brackets
[00:21.61]From old metal chairs
[00:23.44]To the walls, a crude set of stairs
[00:27.95]
[00:31.01]To lead us down
[00:33.07]
[00:33.32]And you tied a rope
[00:35.24]To the steepening slope
[00:37.96]A jerry rigged harness
[00:40.46]So we could descend in the dark
[00:44.41]
[00:47.09]But the tide came in
[00:49.40]
[00:49.84]And we found ourselves in the sea
[00:54.71]Deep under water
[00:56.78]We both found that we could still breathe
[01:01.04]So we spent the day submerged
[01:06.53]
[01:08.68]And we swam the evening away
[01:12.63]
[01:29.90]The water was clear
[01:31.71]Like the pure atmosphere
[01:34.59]As we kicked and fluttered
[01:36.64]Through caverns all cluttered with age
[01:40.52]
[01:43.49]In the afterglow
[01:45.61]
[01:46.29]We swim hand and hand
[01:48.17]Over white satin sand
[01:50.98]And you left a ribbon
[01:53.04]To honor the pale gibbon moon
[01:57.12]
[01:59.62]But that was years ago
[02:05.01]
[02:07.29]And we never came up for air
[02:12.05]Down there
[02:17.23]We can go anywhere
[02:20.73]
[02:23.98]The old world was dying
[02:26.11]While we took our flying
[02:28.48]Like peregrine falcons
[02:30.98]Beneath the transparent blue waves
[02:35.29]
[02:37.55]Far below the surf
[02:40.12]
[02:40.43]And we spent the hours
[02:42.61]With submarine flowers
[02:45.12]I knew I'd remember
[02:47.24]That day in November
[02:49.62]As we
[02:54.10]Felt alive again
[02:56.32]
[02:56.68]Cuz we found ourselves in the sea
[03:01.74]Deep underwater
[03:03.69]We both found that we could still breathe
[03:08.06]So we spent the day submerged
[03:15.49]And we swam the evening away
[03:25.60]We swam the evening away
[03:30.04]
",relaxed
87,2JFrlsJBH4IDt3Suot97dP,spotify:track:2JFrlsJBH4IDt3Suot97dP,What Sarah Said,Death Cab for Cutie,380866,False,9,2005-08-29,44,0.505,0.439,0,-9.952,0.0268,0.801,0.0217,0.104,0.0401,1,134.194,"[00:43.11]And it came to me then
[00:45.60]that every plan is a tiny glance of father time
[00:53.70]As I stared at my shoes in the ICU that reeked of piss and 409
[01:04.42]And I rationed my breathes as I said to myself
[01:09.72]that I'd already taken to much today
[01:14.59]As each descending peak of the LCD
[01:20.13]took you a little farther away from me
[01:47.09]Amongst the vending machines and year old magazines
[01:52.64]In a place where we only say goodbye
[01:57.19]
[01:57.71]It's done like a violent limp
[02:00.53]that out memories depend on a faulty camera in our minds
[02:08.28]And I knew that you were truth
[02:11.46]I would rather loved than to never lain in the sun at all
[02:18.57]
[02:19.41]Then I looked around at all the eyes on the ground
[02:24.66]as the TV entertained it's self
[02:30.59]Cause there's no comfort in the waiting room
[02:40.48]just nervous paces bracing for bad news
[02:51.27]Then the nurse comes round and everyone lifts their head
[03:02.43]And I'm thinking of what Sarah said but love is watching someone die
[03:18.70]
[03:46.10]So who's going to watch you die?...
[03:52.16]arrager:setsuna
",sad
1,1YJurDQdPYovuBdgTU6gtj,spotify:track:1YJurDQdPYovuBdgTU6gtj,(I'll Never Be) Your Maggie May,Suzanne Vega,227000,False,3,2001-01-01,24,0.624,0.533,9,-9.725,0.03,0.431,1e-05,0.212,0.559,1,87.015,"[00:08.47]I'll never be your Maggie May
[00:13.85]the one you loved and left behind
[00:19.24]the face you see in light of day
[00:22.94]and then you cast away
[00:25.33]that isn't me in that bed you'll find
[00:30.45]I'd rather take myself away
[00:35.52]be like those ladies in Japan
[00:41.40]rather paint myself a face
[00:45.13]conjure up some grace
[00:47.21]or be the eyes behind a fan
[00:53.54]And so you go
[00:58.92]no girl could say no to you
[01:13.62]there's the way we may appear
[01:19.64]but that will change from day to night
[01:24.71]would you ever see within?
[01:28.23]underneath the skin?
[01:30.90]could I believe you had that sight?
[01:58.83]And so you go
[02:05.72]no girl could say no to you
[02:19.00]I'll never be your Maggie May
[02:25.52]the one you loved and then forgot
[02:30.48]I'll love you first and let you go
[02:34.23]because it must be so
[02:36.46]and you'll forgive or you will not
[02:42.05]and so a woman leaves a man
[02:47.09]and so a world turns on it's end
[02:53.08]so I'll see your face in dreams
[02:55.95]where nothing's what it seems
[02:58.31]you still appear some kind of friend
[03:04.59]And so you go
[03:10.61]no girl could say no to you
",relaxed
81,25G1w3E4OMrovtPE5F510g,spotify:track:25G1w3E4OMrovtPE5F510g,Undenied,Portishead,260026,False,3,1997-01-01,45,0.241,0.281,0,-8.726,0.0416,0.45,6.82e-06,0.0937,0.0321,1,222.605,"[00:53.41]Your softly spoken words,
[00:59.26]Release my whole desire,
[01:05.85]Undenied,
[01:10.53]Totally.
[01:16.30]
[01:17.83]And so bare is my heart,
[01:24.36]I can't hide,
[01:30.71]And so where does my heart,
[01:37.99]Belong.
[01:44.05]
[01:45.57]Beneath your tender touch,
[01:51.03]My senses can't divide,
[01:57.70]Oh so strong,
[02:02.39]My desire.
[02:07.37]
[02:09.17]For so bare is my heart,
[02:15.74]I can't hide,
[02:22.51]And so where does my heart,
[02:29.49]Belong.
[02:35.58]
[02:37.53]Now that I've found you,
[02:42.26]And seen behind those eyes,
[02:49.47]How can I,
[02:54.39]Carry on.
[03:00.51]
[03:01.65]For so bare is my heart,
[03:07.62]I can't hide,
[03:13.83]And so where does my heart,
[03:21.22]Belong.
[03:27.76]
[03:28.58]Belong, belong, belong.
[03:49.13]
",sad
9,7wz8LNfmGZ3C0PwKW9LdDg,spotify:track:7wz8LNfmGZ3C0PwKW9LdDg,Battery (Remastered),Metallica,312360,False,1,1986-03-03,60,0.48,0.923,11,-8.793,0.0682,0.000211,0.531,0.106,0.44,0,96.535,"[01:29.87]Lashing out the action, returning the reaction
[01:32.31]Weak are ripped and torn away
[01:34.69]Hypnotizing power, crushing all that cower
[01:37.14]Battery is here to stay
[01:39.64]Smashing through the boundaries
[01:40.87]Lunacy has found me
[01:42.05]Cannot stop the Battery
[01:48.15]Pounding out aggression
[01:49.33]Turns into obsession
[01:50.53]Cannot kill the Battery
[01:54.37]Cannot kill the family
[01:55.52]Battery is found in me
[02:00.34]Battery,Battery
[02:06.86]
[02:09.33]Crushing all deceivers, mashing non-believers
[02:11.77]Never ending potency
[02:14.21]Hungry violence seeker, feeding off the weaker
[02:16.67]Breeding on insanity
[02:19.21]Smashing through the boundaries
[02:20.43]Lunacy has found me
[02:21.62]Cannot stop the Battery
[02:27.74]Pounding out aggression
[02:28.88]Turns into obsession
[02:30.09]Cannot kill the Battery
[02:33.95]Cannot kill the family
[02:35.08]Battery is found in me
[02:39.82]Battery, Battery
[02:46.05]
[04:00.42]Circle of Destruction, Hammer comes crushing
[04:02.82]Powerhouse of energy
[04:05.37]Whipping up a fury, Dominating flurry
[04:07.89]We create the Battery
[04:10.32]Smashing through the boundaries
[04:11.95]Lunacy has found me
[04:13.15]Cannot stop the Battery
[04:19.40]Pounding out aggression
[04:20.63]Turns into obsession
[04:21.85]Cannot kill the Battery
[04:25.68]Cannot kill the family
[04:26.79]Battery is found in me
[04:31.76]Battery,Battery,Battery,Battery
[04:46.10]
",angry
84,4Dm32oO01YpIubCHaAtKkN,spotify:track:4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,Kelly Clarkson,211493,False,1,2009-03-06,68,0.526,0.882,9,-4.006,0.0509,0.0014,0.0,0.144,0.424,1,144.982,"[00:14.15]Guess this means you’re sorry
[00:17.39]You’re standing at my door
[00:20.74]Guess this means you take back
[00:24.09]All you said before
[00:27.44]Like how much you wanted
[00:30.68]Anyone but me
[00:34.03]Said you’d never come back
[00:37.30]But here you are again
[00:39.85]
[00:41.65]Cause we belong together now
[00:48.04]Forever united here somehow
[00:54.73]You got a piece of me
[00:57.70]
[00:58.84]And honestly,
[01:01.66]My life would suck without you
[01:09.06]Maybe I was stupid for telling you goodbye
[01:15.46]Maybe I was wrong for tryin' to pick a fight
[01:22.01]I know that I've got issues
[01:24.92]But you're pretty messed up too
[01:28.65]Either way, I found out I'm nothing without you
[01:36.23]Cause we belong together now
[01:42.73]Forever united here somehow
[01:49.37]You got a piece of me
[01:52.38]
[01:53.45]And honestly,
[01:56.30]My life would suck without you
[02:04.30]Being with you
[02:06.70]Is so disfunctional
[02:09.94]I really shouldn't miss you
[02:13.21]But I can’t let you go
[02:16.29]Oh yeah
[02:17.36]
[02:32.00]Cause we belong together now
[02:38.93]Forever united here somehow
[02:45.73]You got a piece of me
[02:49.68]And honestly,
[02:52.55]My life would suck without you
[02:58.93]Cause we belong together
[03:05.71]Forever united here somehow
[03:12.18]You got a piece of me
[03:16.23]And honestly,
[03:18.95]My life would suck without you
[03:27.53]
",angry
10,0ngtyvPUKR4YTtkVKvZP02,spotify:track:0ngtyvPUKR4YTtkVKvZP02,Dream,Priscilla Ahn,211240,False,1,2008-01-01,53,0.512,0.248,2,-10.359,0.0275,0.75,2.96e-05,0.114,0.158,1,109.692,"[00:06.94]I was a little girl alone
[00:11.03]in my little world
[00:13.12]who dreamed of a little home for me.
[00:17.77]
[00:19.63]I played pretend between the trees,
[00:23.06]and fed my houseguests bark and leaves,
[00:26.37]and laughed in my pretty bed of green.
[00:31.94]I had a dream
[00:35.20]That I could fly from the highest swing.
[00:42.18]I had a dream.
[00:44.13]
[00:52.71]Long walks in the dark
[00:55.85]through woods grown behind the park,
[00:58.98]I asked God who I'm supposed to be.
[01:05.54]The stars smiled down on me,
[01:08.85]God answered in silent reverie.
[01:12.18]I said a prayer and fell asleep.
[01:17.92]I had a dream
[01:21.12]That I could fly from the highest tree.
[01:27.82]I had a dream.
[01:29.98]
[01:38.86]oh~
[02:29.59]
[02:30.80]Now I'm old and feeling grey.
[02:33.74]I don't know what's left to say
[02:37.00]about this life
[02:38.88]I'm willing to leave.
[02:43.10]I lived it full and I lived it well,
[02:47.17]there's many tales I've lived to tell.
[02:50.80]I'm ready now, I'm ready now,
[02:56.79]I'm ready now to fly from the highest wing.
[03:09.45]I had a dream.
[03:14.35]
",relaxed
46,2MHLF1mrNQYZvjcknCXDEN,spotify:track:2MHLF1mrNQYZvjcknCXDEN,Surannée - Seventeen,Keren Ann,144520,False,5,2002-03-06,29,0.558,0.316,2,-11.814,0.0288,0.68,0.0971,0.111,0.431,0,104.971,"[00:09.63]Look at me
[00:10.94]I'm only seventeen
[00:13.55]The many years between us
[00:16.31]Have been broken
[00:18.56]Look at me,under the ever green
[00:22.22]Life is a mellow dream
[00:24.86]Almost unspoken
[00:27.67]By the way
[00:29.67]You said you're here to stay
[00:32.28]Let me love you till tomorrow
[00:35.67]Then it will last a year and a day
[00:41.48]Maybe we're here to forget
[00:44.75]
[00:46.32]Look at me, I'm only seventeen
[00:49.08]It hasn't been too long
[00:52.40]But it's been lonely
[00:55.36]Look at me,and smell the tangerine
[00:58.78]Life is a mellow song
[01:01.59]But only only
[01:04.41]By the time
[01:06.18]You reach your lemon-lime
[01:08.85]I will love you till tomorrow
[01:13.52]Then it will last a year and a day
[01:17.89]Maybe we're here to forget
[01:21.30]
[01:59.65]Look at me, I'm only seventeen
[02:02.75]It hasn't been too long
[02:05.42]But it's been lonely
[02:08.67]Look at me, under the ever green
[02:11.90]Life is a mellow song
[02:14.74]If only only...
[02:17.40]
",relaxed
55,6dGnYIeXmHdcikdzNNDMm2,spotify:track:6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered 2009,The Beatles,185733,False,7,1969-09-26,81,0.557,0.54,9,-10.484,0.0347,0.0339,0.00248,0.179,0.394,1,129.171,"[00:14]Here comes the sun, here comes the sun,
[00:20]and I say, it's all right.
[00:27]Little darling, it's been a long cold lonely winter.
[00:34]Little darling, it feels like years since it's been here.
[00:42]Here comes the sun, here comes the sun,
[00:48]and I say, it's all right.
[00:59]Little darling, the smiles returning to the faces.
[01:06]Little darling, it seems like years since it's been here.
[01:14]Here comes the sun, here comes the sun,
[01:19]and I say, it's all right.
[01:36]Sun, sun, sun, here it comes...
[01:42]Sun, sun, sun, here it comes...
[01:47]Sun, sun, sun, here it comes...
[01:54]Sun, sun, sun, here it comes...
[01:59]Sun, sun, sun, here it comes...
[02:11]Little darling, I feel that ice is slowly melting.
[02:19]Little darling, it seems like years since it's been clear.
[02:26]Here comes the sun, here comes the sun,
[02:32]and I say, it's all right.
[02:39]Here comes the sun, here comes the sun.
[02:46]It's all right.
[02:52]It's all right.
",happy
21,4AC9YjgsGuJKydqaEc1TJq,spotify:track:4AC9YjgsGuJKydqaEc1TJq,Bourgeois Shangri-La,Miss Li,168053,False,9,2009-03-31,28,0.377,0.979,0,-2.846,0.0933,0.000844,0.00629,0.305,0.579,1,191.971,"[00:22.51]Small talking and nothing to do
[00:24.98]You keep it locked in a shopping cart
[00:27.30]A bourgeois shangri-La
[00:28.98]
[00:30.01]Got a feeling that I don't belong
[00:32.51]Got a feeling that I shouldn't be here
[00:35.02]Can't stand another single day
[00:37.59]I gotta get away
[00:39.18]Ohhh….
[00:45.55]
[00:50.10]Talking shit about the neighbor's wife
[00:52.51]But when she comes you put on a big smile
[00:54.97]Like to throw up in a Gucci bag
[00:57.50]Shes coming here to brag
[00:59.62]
[01:00.16]Got a feeling that I don't belong
[01:02.51]Got a feeling that I shouldn't be here
[01:05.04]Can't stand another single day
[01:07.59]Gotta get away
[01:09.50]Ohhh…
[01:10.99]
[01:19.76]A house and a boat and a great shiny car
[01:24.82]Things just to prove you'll go far
[01:29.80]Soda streamer, widescreen TV, cute little dog
[01:34.87]Perfect in your shallow bourgeois
[01:38.62]
[01:39.57](Shangri-La.....)
[01:50.75]
[01:51.13]Got a feeling that I dont belong
[01:53.15]I got a feeling that I shouldnt be here
[01:55.80]Cant stand another single day
[01:58.43]I gotta get away
[02:00.22]Ohhh….
[02:03.18]
[02:04.90]Ohhh yeah yeah yeah yeah yeah yeah…..
[02:09.07]I, I, I gotta get away….
[02:12.65]Gotta get away….
[02:13.55]I gotta I gotta I get away….
[02:16.93]Oooo oooo oooo…..
[02:18.21]Mmmm mmm mmm…..
[02:19.74]Yeah yeah yeah….
[02:23.83]La la la….
[02:26.19]Away way way…..
[02:29.82]Ahhh….
[02:32.72]La la la….
[02:34.93]Ahhh….
[02:37.27]Gotta get away.
[02:40.04]
",happy
51,3vREnaj980xmekyKl5rcxy,spotify:track:3vREnaj980xmekyKl5rcxy,Follow You Down To The Red Oak Tree,James Vincent McMorrow,205840,False,7,2011-01-25,26,0.456,0.241,4,-13.462,0.0284,0.95,0.000825,0.104,0.233,0,103.013,"[00:01.19]Follow You Down to the Red Oak Tree - James Vincent McMorrow
[00:09.86]Follow you down to the red oak tree
[00:16.94]
[00:17.64]As the air moves thick through the hollow reeds
[00:22.55]
[00:25.56]Will you wait for me there until someone comes
[00:31.13]
[00:33.75]To carry me, carry me down
[00:37.84]
[00:45.51]See I have not, I have not grown cold
[00:51.39]
[00:53.26]I have stole from men who have stole from those
[00:58.46]
[01:01.48]With their arms so thin and their skin so old
[01:07.37]
[01:09.13]But you are young, you are young, you are young
[01:14.29]
[01:21.50]Then somebody laughs like it's all just for hell
[01:27.05]
[01:29.16]As though we could not be saved
[01:31.46]from the depth of the well
[01:34.96]
[01:37.27]But the cloth that I make is a cloth you can sell
[01:42.30]
[01:45.26]To pay for the gossamer seeds
[01:49.87]
[02:28.17]Names get carved in the red oak tree
[02:34.31]
[02:35.52]Of the ones who stay and the ones who leave
[02:40.77]
[02:43.70]I will wait for you there with these cindered bones
[02:49.54]
[02:51.91]So follow me, follow me down
[02:56.91]
[02:59.10]Follow me, follow me down
[03:03.79]
[03:06.04]Follow me, follow me down
[03:10.06]
[03:12.96]Follow me, follow me down
",sad
60,5LO0sJCkNMZYLYeGOvblLu,spotify:track:5LO0sJCkNMZYLYeGOvblLu,In My Darkest Hour - Remastered,Megadeth,386600,False,6,1988-01-26,59,0.322,0.978,9,-5.446,0.131,8.66e-05,0.266,0.136,0.271,1,112.878,"[01:18.76]In my hour of need
[01:22.47]Ha you’re not there
[01:26.98]And though I reached out for you
[01:31.79]Wouldn’t lend a hand
[01:35.73]
[01:36.48]Through the darkest hour
[01:40.35]Grace did not shine on me
[01:44.34]It feels so cold， very cold
[01:49.61]No one cares for me
[01:50.28]
[02:09.84]Did you ever think I get lonely
[02:12.37]Did you ever think that I needed love
[02:14.49]Did you ever think to stop thinking
[02:16.86]You’re the only one that I’m thinking of
[02:20.02]You’ll never know how hard I tried
[02:25.17]To find my space and satisfy you too
[02:30.60]Things will be better when I’m dead and gone
[02:38.96]Don’t try to understand， knowing you I’m probably wrong
[02:45.23]But oh how I lived my life for you
[02:49.29]Still you’d turn away
[02:53.58]Now as I die for you
[02:56.58]My flesh still crawls as I breathe your name
[03:01.82]All these years I thought I was wrong
[03:06.54]Now I know it was you
[03:09.91]Raise your head raise your face your eyes
[03:16.43]Tell me who you think you are， who ?
[03:36.66]I walk， I walk alone
[03:38.55]Into the promised land
[03:41.24]There’s a better place for me
[03:43.87]But it’s far， far away
[03:46.79]Everlasting life for me
[03:48.75]In a perfect world
[03:51.33]But I gotta die first
[03:53.21]Please God send me on my way
[04:05.16]Time has a way of taking time
[04:08.73]Loneliness is not only felt by fools
[04:14.68]Alone I call to ease the pain
[04:17.45]Yearning to be held by you， alone， so alone， I’m lost
[04:21.76]Consumed by the pain
[04:24.47]The pain， the pain， the pain
[04:27.76]Won’t you hold me again
[04:30.21]You just laughed， ha， ha， bitch
[04:34.03]My whole life is work built on the past
[04:37.59]But the time has come when all things shall pass
[04:42.18]This good thing passed away
",angry
70,0t3ssrMALrqWRqMXaOngdJ,spotify:track:0t3ssrMALrqWRqMXaOngdJ,The Long And Winding Road - Remastered 1993,Paul McCartney,236893,False,13,1984-10-22,30,0.531,0.257,3,-16.27,0.0277,0.0375,0.000172,0.461,0.28,1,130.983,"[00:00.00]The Long And Winding Road
[00:02.09]Will Young&Gareth Gates
[00:04.09]
[00:06.09]The long and winding road
[00:11.57]That leads to your door
[00:20.98]Will never disappear
[00:27.79]I've seen that road before
[00:34.72]It always leads me here
[00:41.47]Leads me to your door
[00:46.46]
[00:47.44]The wild and windy night
[00:52.78]That the rain washed away
[01:02.31]Has left a pool of tears
[01:09.23]Crying for the day
[01:16.16]Don't leave me standing here
[01:22.91]Let me know the way
[01:27.97]
[01:29.11]Many times I've been alone
[01:32.50]And many times I've tried
[01:35.53]Any how you'll never know
[01:39.19]The many ways I've tried
[01:42.21]
[01:42.80]And still they lead me back
[01:46.70]To the long and winding road
[01:57.64]You left me standing here
[02:04.84]A long long time ago
[02:11.28]Don't leave me waiting here
[02:18.18]Lead me to your door
[02:23.44]
[02:38.15]Still they lead me back
[02:43.01]To the long and winding road
[02:53.10]You left me standing here
[02:59.80]A long long time ago
[03:06.78]Don't leave me waiting here
[03:13.79]Lead me to your door...
[03:19.19]
",relaxed
