,id,title,all_artists,popularity,release_date,danceability,energy,key,loudness,mode,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,sentiment
372,37y7iDayfwm3WXn5BiAoRk,Dark Red,Steve Lacy,81,2017-02-20,0.603,0.783,6,-4.023,1,0.449,7.96e-06,0.119,0.775,172.041,173104,4,"Dark Red Lyrics[Verse 1]
Something bad is 'bout to happen to me
I don't know what, but I feel it coming
Might be so sad, might leave my nose running
I just hope she don't wanna leave me (Babe)

[Chorus]
Don't you give me up, please don't give up
On me, I belong, with you, and only you, babe
Only you, my girl, only you, babe
Only you, darling, only you, babe
Only you, my girl, only you, babe
Only you, darling, only you
[Verse 2]
Something bad is 'bout to happen to me
Why I feel this way? I don't know, maybe
I think of her so much, it drives me crazy
I just don't want her to leave me (Babe)

[Chorus]
Don't you give me up, please don't give up
On me, I belong with you, and only you, babe
Only you, my girl, only you, babe
Only you, darling, only you, babe
Only you, my girl, only you, babe
Only you, darling, only you

[Bridge]
What if she's fine?
It's my mind that's wrong
And I just let bad thoughts
Linger for far too long
What if (If) she’s fine? (Fine)
It’s my mind that’s wrong
And I just (Just) let bad thoughts (Thoughts)
Linger for far too long

[Chorus]
Don't you give me up, please don't give up
On me, I belong, with you, only you, babe
Only you, my girl, only you, babe
Only you, darling, only you, babe
Only you, my girl, only you, babe
Only you, darling, only youYou might also like76Embed",sad
373,10ASBwZsp7oUUDsJEYz3uS,Dance With The Devil,Breaking Benjamin,67,2006-01-01,0.345,0.929,3,-4.469,0,0.00015,0.00106,0.129,0.181,155.041,227107,3,"Dance With The Devil Lyrics[Intro]
Here I stand
Helpless and left for dead

[Verse 1]
Close your eyes
So many days go by
Easy to find what's wrong
Harder to find what's right

[Pre-Chorus]
I believe in you
I can show you that
I can see right through
All your empty lies
I won't stay long
In this world so wrong
[Chorus]
Say goodbye
As we dance with the Devil tonight
Don't you dare look at him in the eye
As we dance with the Devil tonight

[Verse 2]
Trembling
Crawling across my skin
Feeling your cold, dead eyes
Stealing the life of mine

[Pre-Chorus]
I believe in you
I can show you that
I can see right through
All your empty lies
I won't last long
In this world so wrong

[Chorus]
Say goodbye
As we dance with the Devil tonight
Don't you dare look at him in the eye
As we dance with the Devil tonight
Hold on
Hold on (Oh)
You might also like[Guitar Solo]

[Chorus]
Say goodbye
As we dance with the Devil tonight
Don't you dare look at him in the eye
As we dance with the Devil tonight
Hold on
Hold on

[Outro]
(Ooh)
Goodbye27Embed",angry
374,1LHfEkVMR0Yj20C8lWdgpA,Unbelievable,Why Don't We,58,2019-05-16,0.532,0.66,7,-7.138,1,0.105,0.000222,0.0996,0.676,130.013,189385,4,"Unbelievable Lyrics[Verse 1: Daniel Seavey & Corbyn Besson]
Hey, how did we, how did we
How did we end up at your place?
With my hands, with my hands
With my hands around your waist
Like you're too cool, cool
I don't believe that it's true, still
Your taste, I could drink, I could drink
I could drink a whole damn case
Every drip, every drip
Couldn't let you go to waste
When you're making those moves, eh
I don't know what to do, yeah
[Pre-Chorus: Jack Avery]
If it's all a dream, don't wake up
'Cause I got your body right here next to me, just wait up
Gotta check myself 'cause I just can't believe, ayy-oh
That you were in my heart, you were in my head
Now you're waking up here in my bed

[Chorus: Daniel Seavey & Corbyn Besson]
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, you are
Unbelievable, it's
Unbelievable
That you were in my heart, you were in my head
Now you're waking up here in my bed
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, yeah
Unbelievable
Unbelievable, it's (Unbelievable now)
Unbelievable
That you were in my heart, you were in my head
Now you're waking up here in my bed

[Verse 2: Jonah Marais & Corbyn Besson]
Hey, never thought, never thought
I'd be holding your hand
Picking up, picking up, picking up my confidence
When you're making those moves, eh (Those moves)
I don't know what to do, yeah (To do)
You might also like[Pre-Chorus: Jack Avery, with Daniel Seavey]
If it's all a dream, don't wake up
'Cause I got your body right here next to me, just wait up
Gotta check myself 'cause I just can't believe, ayy-oh
That you were in my heart, you were in my head
Now you're waking up here in my bed

[Chorus: Daniel Seavey & Corbyn Besson]
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, you are (Unbelievable)
Unbelievable, it's
Unbelievable (Unbelievable)
That you were in my heart, you were in my head
Now you're waking up here in my bed
Unbelievable, yeah
Unbelievable, yeah (Oh yeah)
Unbelievable, yeah
Unbelievable
Unbelievable, it's (Unbelievable)
Unbelievable
That you were in my heart, you were in my head
Now you're waking up here in my bed

[Interlude]
Unbelievable, yeah
Unbelievable
Unbelievable, yeah
[Pre-Bridge: Zach Herron & Corbyn Besson]
Gotta check myself 'cause I just can't believe (Can't believe)
That you were in my heart, you were in my head
Now you're waking up here in my bed

[Bridge: Zach Herron]
Unbelievable, yeah
Unbelievable, yeah
Unbelievable, yeah
Unbelievable
Unbelievable, it's
Unbelievable that you were in my heart, you were in my head
Now you're waking up here in my bed

[Chorus: All, Daniel Seavey, Zach Herron]
Unbelievable, yeah
Unbelievable, yeah (Oh)
Unbelievable, yeah
Unbelievable (Oh, no-no-no)
Unbelievable, it's
Unbelievable (Ayo)
That you were in my heart, you were in my head
Now you're waking up here in my bed56Embed",happy
375,1kd5qplldnxu16qcZXS3Yk,For the Glory,All Good Things,64,2017-10-20,0.485,0.892,2,-3.586,0,0.000443,0.0,0.1,0.576,142.046,279309,4,"For the Glory Lyrics[Verse 1]
Better back down, you're in my domain
Got the whole crowd screaming out our name
It's a blowout, it's a hurricane
It's over before you know it
Why you shaking? We're a dynasty
In the making, we're the royalty
Now we're breaking down the enemy
Move over for the soldiers

[Pre-Chorus]
Take a swing, I can take a hit
If we die, it's fine, we live for this
It's all for this
[Chorus]
We're gonna stand on top with our hands in the sky
Gonna raise our cup to the stadium lights
For the glory, for the glory
For the glory, for the glory
We celebrate with the city tonight
Hear the hometown cheer, it's the ultimate high
For the glory, for the glory
We do it for the glory, for the glory

[Verse 2]
Yeah, we've waited for our time to come
Calculated everything we've done
We've upgraded, now you can't outrun
A champion, now you're facing one
Can you hear them? Yeah, it's all for us
You believe them? Yeah, it's serious
Hear the siren? We're victorious
I'm telling ya, can I get a hell yeah?

[Pre-Chorus]
Take a swing, I can take a hit
If we die, it's fine, we live for this
It's all for this

[Chorus]
We're gonna stand on top with our hands in the sky
Gonna raise our cup to the stadium lights
For the glory, for the glory
For the glory, for the glory
We celebrate with the city tonight
Hear the hometown cheer, it's the ultimate high
For the glory, for the glory
We do it for the glory, for the glory
You might also like[Verse 3]
You're the chaser, I'm the eraser
I'll ruin your record, I'm back here to break ya
I cut like a razor, so call the trophy engraver
I'm gonna get it, wait till I win it
God, I'm so glad to be in it
Can't wait to say that we did it
This is my life, and I live it
Ready to give it my all when you fall back
Taking advantage of all that
Game is on average, you're so bad
Playing shorthanded, your team scratched
Time to assess all the damages
I knew that you couldn't handle this
It takes a man to stand up to the king
And unfortunately, you're in bandages

[Chorus]
We're gonna stand on top with our hands in the sky
Gonna raise our cup to the stadium lights
For the glory, for the glory
For the glory, for the glory
We celebrate with the city tonight
Hear the hometown cheer, it's the ultimate high
For the glory, for the glory
We do it for the glory, for the glory
[Outro]
This is why we do it
This is what we live for
We're on top, we're number one
Hands to the sky
Never back down
Never back down
You're gonna know my name
You're gonna know my name6Embed",angry
376,4l0Mvzj72xxOpRrp6h8nHi,Lose You To Love Me,Selena Gomez,80,2020-01-10,0.488,0.343,4,-8.985,1,0.556,0.0,0.21,0.0978,102.819,206459,4,"Lose You To Love Me Lyrics[Verse 1]
You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus
'Cause it wasn't yours
I saw the signs and I ignored it
Rose-colored glasses all distorted
Set fire to my purpose
And I let it burn
You got off on the hurtin'
When it wasn't yours, yeah
[Pre-Chorus]
We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah

[Chorus]
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me

[Verse 2]
I gave my all and they all know it
Then you tore me down and now it's showing
In two months, you replaced us
Like it was easy
Made me think I deserved it
In the thick of healing, yeah

[Pre-Chorus]
We'd always go into it blindly
I needed to lose you to find me
This dancing was killing me softly
I needed to hate you to love me, yeah
You might also like[Chorus]
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me

[Bridge]
You promised the world and I fell for it
I put you first and you adored it
Set fires to my forest
And you let it burn
Sang off-key in my chorus

[Chorus]
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to hate you to love me, yeah
To love, love, yeah
To love, love, yeah
To love, yeah
I needed to lose you to love me
To love, love, yeah
To love, love, yeah
To love, yeah
[Outro]
And now the chapter is closed and done
To love, love, yeah
To love, love, yeah
To love, yeah
And now it's goodbye, it's goodbye for us112Embed",angry
377,6GmUVqe73u5YRfUUynZK6I,Let Her Go,Passenger,0,2012-06-29,0.479,0.545,7,-7.346,1,0.365,0.0,0.0963,0.244,74.897,252733,4,"Let Her Go Lyrics[Produced by Mike Rosenberg and Chris Vallejo]
[Video by Dave Jensen and Tavic]

[Chorus]
Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
[Post-Chorus]
And you let her go

[Verse 1]
Staring at the bottom of your glass
Hoping one day you'll make a dream last
But dreams come slow and they go so fast
You see her when you close your eyes
Maybe one day you'll understand why
Everything you touch surely dies

[Chorus]
But you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Verse 2]
Staring at the ceiling in the dark
Same old empty feeling in your heart
'Cause love comes slow and it goes so fast
Well you see her when you fall asleep
But never to touch and never to keep
'Cause you loved her too much and you dived too deep
You might also like[Chorus]
Well, you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Post-Chorus]
And you let her go, oh, woah, oh, oh
And you let her go, oh, woah, oh, oh
When you let her go

[Chorus]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go

[Outro]
'Cause you only need the light when it's burning low
Only miss the sun when it starts to snow
Only know you love her when you let her go
Only know you've been high when you're feeling low
Only hate the road when you're missing home
Only know you love her when you let her go
And you let her go341Embed",relaxed
378,1nahzW3kfMuwReTka28tH5,Hold On,Justin Bieber,77,2021-03-19,0.658,0.634,1,-6.068,0,0.0104,0.0,0.12,0.302,140.002,170813,4,"Hold On Lyrics[Verse 1]
You know you can call me if you need someone
I'll pick up the pieces if you come undone

[Pre-Chorus]
Painting stars up on your ceiling
'Cause you wish that you could find some feeling, yeah, you
You know you can call me if you need someone

[Chorus]
I need you to hold on
Heaven is a place not too far away
We all know I should be the one
To say we all make mistakes (We all make mistakes)
Take my hand and hold on
Tell me everything that you need to say
'Cause I know how it feels to be someone (Someone)
Feels to be someone who loses their way
[Verse 2]
You're looking for answers in a place unknown
You need the connection but you can't get close (Can't get close)

[Pre-Chorus]
Painting stars up on your ceiling
'Cause you wish that you could find some feeling, yeah, you
You know you can call me if you need someone

[Chorus]
I need you to hold on (Hold on)
Heaven is a place not too far away (Away, yeah)
We all know I should be the one
To say we all make mistakes (We all make mistakes)
Take my hand and hold on (Oh, oh, oh-woah, oh-woah)
Tell me everything that you need to say
'Cause I know how it feels to be someone
Feels to be someone who loses their way

[Post-Chorus]
Midnight 'til morning
Call if you need somebody
I will be there for you (I will be there for you)
Midnight 'til morning
Call if you need somebody
I will be there for you
You might also like[Chorus]
I need you to hold on
Heaven is a place not too far away
We all know I should be the one
To say we all make mistakes (We all make mistakes)
Take my hand and hold on (Hold on)
Tell me everything that you need to say
'Cause I know how it feels to be someone (Ooh, yeah)
Feels to be someone who loses their way

[Post-Chorus]
Midnight 'til morning
Call if you need somebody
I will be there for you (Oh, yeah, yeah)
Midnight 'til morning
Call if you need somebody
I will be there for you28Embed",happy
379,6p4KCy1eh253tyYdSa1TSx,SOS,James Arthur,48,2021-10-22,0.48,0.719,5,-4.147,1,0.00283,0.0,0.102,0.168,155.941,221086,4,"SOS Lyrics[Intro]
Ooh, yeah, yeah, yeah
Yeah, ayy

[Verse 1]
Champagne, you showered down on my pain
Lights fade, running 'round in blind faith
Las Vegas surrounded by the last fakers
Alligators, they chew me up and spit me out
You know I've been burning out
I've been calling out for you
I've been calling out for you, yeah
[Chorus]
SOS, save my soul
I've been drowning for too long
SOS, save my soul, you know
'Cause you know
You gotta throw me a lifeline
Throw me your heart
I've been waiting a lifetime
I'm calling for an SOS to save my soul tonight

[Verse 2]
Propeller, spinning me away forever (Spinning me)
Umbrella, shelter me from stormy weather (Shelter me)
Lines severed, but I know you've been looking out
But you can hear me calling out

[Pre-Chorus]
It's you I'm forever in debt to
Never been the same since the day that I met you
Going down, can you come to my rescue? (Ooh-ooh, ooh, ooh, ooh)

[Chorus]
SOS, save my soul
I've been drowning for too long
SOS, save my soul, you know
'Cause you know
You gotta throw me a lifeline (You gotta throw me a lifeline)
Throw me your heart (Just throw me your heart)
I've been waiting a lifetime (I've been waiting a lifetime)
I'm calling for an SOS to save my soul tonight
You might also like[Post-Chorus]
Ah-ah, ah-ah
SOS
Ah-ah, ah-ah
Yeah, ayy-ayy, ayy-ayy
You gotta throw me a lifeline (You gotta throw me a lifeline)
Throw me your heart (Just throw me your heart)
I've been waiting a lifetime (I've been waiting a lifetime)
I'm calling for an SOS to save my soul tonight

[Pre-Chorus]
Ooh, it's you I'm forever in debt to
Never been the same since the day that I met you (You, ooh)
Going down, can you come to my rescue?

[Chorus]
I'm calling for an SOS to save my soul
I've been drowning for too long
SOS, save my soul, 'cause you know
You know, oh
SOS, save my soul (I've been drowning for too long)
I've been drowning for too long
SOS, save my soul, you know (I've been waiting for too long)
'Cause you know (I've been waiting for your lifeline)
You gotta throw me a lifeline (I've been waiting for you, ooh)
Throw me your heart (I've been waiting for you, oh, oh)
I've been waiting a lifetime (I need your lifeline)
I'm calling for an SOS to save my soul tonight
[Outro]
Champagne, showered down on my pain (SOS)
Lights fade, running 'round in blind faith (Yeah, ayy, ayy-ayy, throw me a lifeline)
Las Vegas surrounded by the last fakers (Throw me your heart, I've been waiting a lifetime)
Alligators, they chew me up and spit me out (Calling for an SOS to save my soul tonight)1Embed",relaxed
380,7GJClzimvMSghjcrKxuf1M,Budapest,George Ezra,1,2014-06-27,0.714,0.451,5,-8.268,1,0.0883,0.0,0.108,0.406,127.787,200720,4,"Budapest Lyrics[Verse 1]
My house in Budapest, my
My hidden treasure chest
Golden grand piano
My beautiful castillo

[Refrain]
You, ooh, you, ooh
I'd leave it all

[Verse 2]
My acres of a land
I have achieved
It may be hard for you to
Stop and believe
[Refrain]
But for you, ooh, you, ooh
I'd leave it all
Oh, for you, ooh, you, ooh
I'd leave it all

[Chorus]
Give me one good reason
Why I should never make a change
And, baby, if you hold me
Then all of this will go away

[Verse 3]
My many artifacts
The list goes on
If you just say the words, I'll
I'll up and run

[Refrain]
Oh, to you, ooh, you, ooh
I'd leave it all
Oh, for you, ooh, ooh
I'd leave it all

[Chorus]
Give me one good reason
Why I should never make a change
And, baby, if you hold me
Then all of this will go away
Give me one good reason
Why I should never make a change
And, baby, if you hold me
Then all of this will go away
You might also like[Post-Chorus]
A-ooh
A-ooh

[Verse 4]
My friends and family
They don't understand
They fear they'll lose so much
If you take my hand

[Refrain]
But for you, ooh, you, ooh
I'd lose it all
Oh, for you, ooh, you, ooh
I'd lose it all

[Chorus]
Give me one good reason
Why I should never make a change
And, baby, if you hold me
Then all of this will go away
Give me one good reason
Why I should never make a change
And, baby, if you hold me
Then all of this will go away
[Verse 5]
My house in Budapest, my
My hidden treasure chest
Golden grand piano
My beautiful castillo

[Refrain]
You, ooh, you, ooh
I'd leave it all
Oh, for you, ooh, you, ooh
I'd leave it all100Embed",happy
381,2MJz8BxxMsERULatmBikDH,At My Worst,Pink Sweat$,75,2021-02-12,0.813,0.415,0,-5.926,1,0.777,0.0,0.131,0.667,91.921,170345,4,"At My Worst Lyrics[Verse 1]
Can I call you baby? Can you be my friend?
Can you be my lover up until the very end?
Let me show you love, oh, no pretend
Stick by my side even when the world is caving in, yeah

[Pre-Chorus]
Oh, oh, oh, don't, don't you worry
I'll be there whenever you want me

[Chorus]
I need somebody who can love me at my worst
Know I'm not perfect, but I hope you see my worth
'Cause it's only you, nobody new, I put you first
And for you, girl, I swear I'd do the worst
[Post-Chorus]
Ooh, ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh-ooh

[Verse 2]
If you stay forever, let me hold your hand
I can fill those places in your heart no one else can
Let me show you love, oh, no pretend, yeah
I'll be right here, baby, you know it's sink or swim

[Pre-Chorus]
Oh, oh, oh, don't, don't you worry
I'll be there whenever you want me

[Chorus]
I need somebody who can love me at my worst
Know I'm not perfect, but I hope you see my worth, yeah
'Cause it's only you, nobody new, I put you first (You first)
And for you, girl, I swear I'd do the worst

[Post-Chorus]
Ooh, ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
Ooh-ooh-ooh, ooh, ooh-ooh
Ooh-ooh-ooh, ooh-ooh-ooh-ooh
You might also like[Outro]
I need somebody who can love me at my worst
Know I'm not perfect, but I hope you see my worth
'Cause it's only you, nobody new, I put you first
And for you, girl, I swear I'd do the worst11Embed",relaxed
382,7BoobGhD4x5K96Me0hqC8Q,Build a Bitch,Bella Poarch,75,2021-05-14,0.855,0.463,3,-7.454,1,0.217,1.77e-05,0.347,0.866,102.931,122773,4,"Build a Bitch Lyrics[Chorus]
This ain't Build a Bitch (A bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't Build a Bitch (A bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (Yeah)

[Verse 1]
Bob the Builder broke my heart
Told me I need fixing
Said that I'm just nuts and bolts
Lotta parts were missing
Curvy like a cursive font
Virgin and a vixen
That's the kind of girl he wants
But he forgot
[Chorus]
This ain't Build a Bitch (A bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't Build a Bitch (A bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (One, two, three, ooh)

[Post-Chorus]
La-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la-la

[Verse 2]
Boys are always playing dolls
Looking for thеir Barbie
They don't look like Kеn at all
Hardly have a heartbeat
Need someone who falls apart
So he can play Prince Charming
If that's the kind of girl he wants
Then he forgot

[Chorus]
This ain't Build a Bitch (A bitch)
You don't get to pick and choose
Different ass and bigger boobs
If my eyes are brown or blue
This ain't Build a Bitch (A bitch)
I'm filled with flaws and attitude
So if you need perfect, I'm not built for you (One, two, three)
You might also like[Post-Chorus]
La-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la-la-la-la
La-la-la-la-la-la-la-la, la-la-la-la-la-la-la77Embed",relaxed
383,45bE4HXI0AwGZXfZtMp8JR,you broke me first,Tate McRae,83,2020-04-17,0.667,0.373,4,-9.389,1,0.785,0.0,0.0906,0.0823,124.148,169266,4,"​you broke me first Lyrics[Intro]
You broke me first

[Verse 1]
Maybe you don't like talking too much about yourself
But you shoulda told me that you were thinking 'bout someone else
You're drunk at a party or maybe it's just that your car broke down
Your phone's been off for a couple of months, so you're calling me now
[Pre-Chorus]
I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason
[Chorus]
Now suddenly, you're asking for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first

[Verse 2]
Took a while, was in denial when I first heard
That you moved on quicker than I could've ever, you know that hurt
Swear for a while, I would stare at my phone just to see your name
But now that it's there, I don't really know what to say
[Pre-Chorus]
I know you, you're like this
When shit don't go your way, you needed me to fix it
And like me, I did
But I ran out of every reason

[Chorus]
Now suddenly, you're asking for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first
You might also like[Bridge]
What did you think would happen?
What did you think would happen?
I'll never let you have it
What did you think would happen?

[Chorus]
Now suddenly, you're asking for it back
Could you tell me, where'd you get the nerve?
Yeah, you could say you miss all that we had
But I don't really care how bad it hurts
When you broke me first
You broke me first (You broke me first)
You broke me first, ooh-oh71Embed",sad
384,1yvIUHWMU3UM8StH7I0Tlq,Burn,AJ Mitchell,42,2020-06-12,0.404,0.614,10,-8.019,1,0.258,0.0,0.121,0.211,77.526,139959,4,"Burn Lyrics[Verse 1]
I'll say the words, I just
Hate that I'm saying 'em first, yeah
What we had worked, I just
Can't watch it get any worse

[Pre-Chorus]
We got red wine stains on the countertop
But we keep our pain all bottled up
How'd we get so cold? Damn, look at us
We're frozen up, so I'm
[Chorus]
I'm gonna let it burn
Even if it hurts (Ooh na na)
Nothing's gonna change until we up in flames
And someone's gotta strike the match first
I'm gonna let it burn
Even if it hurts (Ooh na na)
Nothing's gonna change until nothing remains
It's been too dark to see the light
To see the light we gotta watch it burn

[Post-Chorus]
Oh, oh-oh, burn
Oh, oh-oh, burn
Oh, oh-oh, burn
It's been too dark to see the light
To see the light we gotta watch it burn

[Verse 2]
Tables turned, ripped the
Roses right out of the dirt, ayy
But for what it's worth
I think what's best for us could mean the worst

[Pre-Chorus]
We got red wine stains on the countertop (Countertop, yeah)
But we keep our pain all bottled up (Bottled up)
How'd we get so cold? Damn, look at us
We're frozen up, so I'm
You might also like[Chorus]
I'm gonna let it burn
Even if it hurts (Ooh na na)
Nothing's gonna change until we up in flames
And someone's gotta strike the match first
I'm gonna let it burn (Let it burn)
Even if it hurts (Even if it hurts, yeah, ooh na na)
Nothing's gonna change until nothing remains
It's been too dark to see the light
To see the light we gotta watch it burn

[Post-Chorus]
Oh, oh-oh, burn (Even if it hurts)
Oh, oh-oh, burn (Burn)
Oh, oh-oh, burn (Woo)
It's been too dark to see the light (See the light)
To see the light we gotta watch it burn4Embed",relaxed
385,512OLJZhzWfY1q5YBilERp,Insecurities,Jan Metternich,40,2020-07-17,0.587,0.421,2,-17.249,1,0.313,0.143,0.124,0.418,155.02,137806,4,"Insecurities LyricsInsecurities ain't let them take over
When I'm without you I lose my composure
Stay on the hustle they hate cause I'm sober

I'm ready to take back whatever I told you
You just be honest after sippin' 80 proof yeah
You won't see me when raising the roof yeah
I know that no one's really perfect
I also know that you're definitely not worth it

You should hold on
Cause I think it's time for me to mention
You should know that
You're may not alone but this ain't no good intention
You say that you're sad inside yeah
I'm sad I can't satisfy you
It's pulling me down drives me crazy
They won't stop for long
These insecurities ain't let them take over
When I'm without you I lose my composure
Stay on the hustle they hate cause I'm sober
I'm ready to take back whatever I told you
You just be honest after sippin' 80 proof yeah
You won't see me when raising the roof yeah
I know that no one's really perfect
I also know that you're definitely not worth it

This gon' be a hard pill to swallow
You may not see it tomorrow
You'd better leave it forever
And we can get through this together

Insecurities ain't let them take over
When I'm without you I lose my composure
Stay on the hustle they hate cause I'm sober
I'm ready to take back whatever I told you
You just be honest after sippin' 80 proof yeah
You won't see me when raising the roof yeah
I know that no one's really perfect
I also know that you're definitely not worth itYou might also likeEmbed",angry
386,34xGLuxM0rkxhCVyMSqwJO,Stolen Dance,Milky Chance,79,2013-05-31,0.884,0.581,11,-8.813,1,0.427,0.000206,0.0759,0.728,114.016,313684,4,"Stolen Dance Lyrics[Verse 1]
I want you by my side
So that I never feel alone again
They've always been so kind
But now they've brought you away from me
I hope they didn't get your mind
Your heart is too strong anyway
We need to fetch back the time
They have stolen from us

[Chorus]
And I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
And I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
Shouldn't talk about it
[Verse 2]
Coldest winter for me
No sun is shining anymore
The only thing I feel is pain
Caused by absence of you
Suspense controlled in my mind
I cannot find the way outta here
I want you by my side
So that I never feel alone again

[Chorus]
And I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
And I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
Shouldn't talk about it
You might also likeAnd I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
And I want you
We can bring it on the floor
You've never danced like this before
We don't talk about it
Dancing on, do the boogie all night long
You're stoned in paradise
Shouldn't talk about it
Shouldn't talk about it196Embed",relaxed
387,7gvd8xj4QgPqbQSsn5pV7d,Sorry Not Sorry,Demi Lovato,3,2017-09-29,0.705,0.64,11,-6.928,0,0.0237,0.0,0.262,0.887,144.077,203760,4,"Sorry Not Sorry Lyrics[Intro]
Payback is a bad bitch
And baby, I'm the baddest
(I'm the baddest, I'm the baddest...)
Go

[Verse 1]
Now, I'm out here lookin' like revenge
Feelin' like a ten, the best I've ever been
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (Wait a minute)
Now, you're out here lookin' like regret, ain't too proud to beg
Second chance, you'll never get
And, yeah, I know how bad it must hurt to see me like this
But it gets worse (Wait a minute)
[Pre-Chorus]
Now, payback is a bad bitch
And baby, I'm the baddest
You fuckin' with a savage
Can't have this, can't have this (Ah)
And it'd be nice of me to take it easy on ya, but nah

[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns

[Verse 2]
Baby, fineness is the way to kill
Tell me how it feel, bet it's such a bitter pill
And yeah I know, you thought you had bigger, better things
Bet right now this stings (Wait a minute)
'Cause the grass is greener under me
Bright as Technicolor, I can tell that you can see
And yeah, I know how bad it must hurt to see me like this
But it gets worse (Wait a minute)
You might also like[Pre-Chorus]
Now, payback is a bad bitch
And baby, I'm the baddest
You fuckin' with a savage
Can't have this, can't have this (Ah)
And it'd be nice of me to take it easy on ya, but nah

[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned
Yeah, I'm on fire and I know that it burns

[Bridge]
Talk that talk, baby
Better walk, better walk that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby
Oh, yeah, talk that talk, baby
Better walk, better walk, that walk, baby
If you talk, if you talk that talk, baby
Better walk, better walk that walk, baby (Oh, yeah)
[Chorus]
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Bein' so bad got me feelin' so good
Showin' you up like I knew that I would
Baby, I'm sorry (I'm not sorry)
Baby, I'm sorry (I'm not sorry)
Feelin' inspired 'cause the tables have turned (Have turned)
Yeah, I'm on fire and I know that it burns
(Sorry, sorry, not sorry, not sorry)

[Outro]
Payback is a bad bitch
And baby, I'm the baddest
I'm the baddest, I'm the baddest110Embed",angry
